specialtyCode,specialtyName,branchCode,branchName,documentCode,documentName,categoryCode,categoryName,isRequired
182.106,대형기동헬기정비,1,육군,04,군사특기 관련 경력(개인/법인업체근무)증명서,,기술행정병,true
182.106,대형기동헬기정비,1,육군,34,독립유공자증명서,,기술행정병,true
182.108,헬기기관정비,1,육군,03,자격면허증 사본,,기술행정병,true
182.109,헬기계기정비,1,육군,17,국가유공자증명서,,기술행정병,true
182.109,헬기계기정비,1,육군,34,독립유공자증명서,,기술행정병,true
182.109,헬기계기정비,1,육군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,기술행정병,true
182.110,헬기무장정비,1,육군,34,독립유공자증명서,,기술행정병,true
182.111,항공통신전자정비,1,육군,07,수상(전국/도/지역대회)증명서,,기술행정병,true
34,군견관리병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,군견관리병,true
35,기독교군종병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,군종병,true
35,기독교군종병,3,공군,08,고교생활기록부 사본,,군종병,true
35,기독교군종병,3,공군,10,어학성적증명서,,군종병,true
35,기독교군종병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,군종병,true
36,불교군종병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,군종병,true
36,불교군종병,3,공군,03,자격면허증 사본,,군종병,true
36,불교군종병,3,공군,04,군사특기 관련 경력(개인/법인업체근무)증명서,,군종병,true
36,불교군종병,3,공군,10,어학성적증명서,,군종병,true
36,불교군종병,3,공군,17,국가유공자증명서,,군종병,true
36,불교군종병,3,공군,25,경력증명서,,군종병,true
36,불교군종병,3,공군,43,소속사찰 주지스님 또는 교구장 추천서,,군종병,true
36,불교군종병,3,공군,34,독립유공자증명서,,군종병,true
36,불교군종병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,군종병,true
36,불교군종병,3,공군,49,한국사 또는 한국어능력검정인증서(성적표 등),,군종병,true
37,천주교군종병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,군종병,true
37,천주교군종병,3,공군,03,자격면허증 사본,,군종병,true
37,천주교군종병,3,공군,08,고교생활기록부 사본,,군종병,true
37,천주교군종병,3,공군,25,경력증명서,,군종병,true
37,천주교군종병,3,공군,34,독립유공자증명서,,군종병,true
37,천주교군종병,3,공군,40,본당신부추천서,,군종병,true
37,천주교군종병,3,공군,42,소속본당 주임신부/수도자 추천서,,군종병,true
37,천주교군종병,3,공군,38,종교활동증명서(성직자자필서명 포함),,군종병,true
38,변리사 및 지식재산,3,공군,08,고교생활기록부 사본,,지식재산관리병,true
38,변리사 및 지식재산,3,공군,34,독립유공자증명서,,지식재산관리병,true
38,변리사 및 지식재산,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,지식재산관리병,true
17.01,일반,4,해병,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
17.04,수색,4,해병,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
17.05,화학,4,해병,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
19.03,공병,4,해병,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
23.01,무기정비,4,해병,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
27.03,정보통신,4,해병,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
29.03,조리,4,해병,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
32.01,수송,4,해병,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
11,일반,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
11.02,전산,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
11.03,이발,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
11.05,조리,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
11.24,항공,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
11.26,전자,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
25,통신,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
43,기관,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
43.39,화생방,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
43.44,전기,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
46,건축/토목,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
48,수송,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
49,의무,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,일반기술/전문기술병,true
802,동반_갑판,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,동반입대병,true
803,동반_군사경찰,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,동반입대병,true
901,유급_일반,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,임기제부사관,true
902,유급_기관,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,임기제부사관,true
904,유급_전기,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,임기제부사관,true
11,일반,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문기술병,true
15,전자계산,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문기술병,true
16,화생방,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문기술병,true
17,의무,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문기술병,true
18,기계,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문기술병,true
19,차량운전,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문기술병,true
20,차량정비,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문기술병,true
21,통신전자전기,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문기술병,true
22,공병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문기술병,true
26,어학병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,어학병,true
26,어학병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,어학병,true
26,어학병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,어학병,true
34,군견관리병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,군견관리병,true
34,군견관리병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,군견관리병,true
40,정훈병,3,공군,17,국가유공자증명서,,정훈병,true
40,정훈병,3,공군,06,자격증 사본,,정훈병,true
40,정훈병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,정훈병,true
40,정훈병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,정훈병,true
40,정훈병,3,공군,08,고교생활기록부 사본,,정훈병,true
40,정훈병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,정훈병,true
40,정훈병,3,공군,45,"1차선발 군사특기 관련 학력(재학,휴학,퇴학,수료,졸업)증명서",,정훈병,false
41,콘텐츠제작병,3,공군,45,"1차선발 군사특기 관련 학력(재학,휴학,퇴학,수료,졸업)증명서",,콘텐츠제작병,true
41,콘텐츠제작병,3,공군,04,군사특기 관련 경력(개인/법인업체근무)증명서,,콘텐츠제작병,true
41,콘텐츠제작병,3,공군,08,고교생활기록부 사본,,콘텐츠제작병,true
41,콘텐츠제작병,3,공군,10,어학성적증명서,,콘텐츠제작병,true
41,콘텐츠제작병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,콘텐츠제작병,true
41,콘텐츠제작병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,콘텐츠제작병,true
41,콘텐츠제작병,3,공군,17,국가유공자증명서,,콘텐츠제작병,true
42,식별보조병,3,공군,10,어학성적증명서,,식별보조병,true
42,식별보조병,3,공군,08,고교생활기록부 사본,,식별보조병,true
42,식별보조병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,식별보조병,true
42,식별보조병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,식별보조병,true
42,식별보조병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,식별보조병,true
42,식별보조병,3,공군,17,국가유공자증명서,,식별보조병,true
43,이발병,3,공군,03,자격면허증 사본,,이발병,true
43,이발병,3,공군,08,고교생활기록부 사본,,이발병,true
43,이발병,3,공군,10,어학성적증명서,,이발병,true
43,이발병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,이발병,true
43,이발병,3,공군,49,한국사 또는 한국어능력검정인증서(성적표 등),,이발병,true
43,이발병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,이발병,true
44,전문자격의무병,3,공군,03,자격면허증 사본,,전문자격의무병,true
44,전문자격의무병,3,공군,08,고교생활기록부 사본,,전문자격의무병,true
44,전문자격의무병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,전문자격의무병,true
44,전문자격의무병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,전문자격의무병,true
44,전문자격의무병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,전문자격의무병,true
182.108,헬기기관정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
182.111,항공통신전자정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
221.103,유도무기정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
222.106,K계열전차사격기재정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
222.113,K-9자주포정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
222.115,K-21보병전투차량정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
223.105,BTCS정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
182.105,중형기동헬기정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
122.102,K계열전차포탑정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
133.108,포병탐지레이더,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
135.101,포병기상,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
151.102,심리전,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
411.106,약제,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
411.104,임상병리,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
411.105,방사선촬영,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
411.107,물리치료,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
132.101,다련장운용/정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
155.101,무인항공정찰기운용,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
411.102,치과,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
162.101,측량,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
163.106,전술교량운용,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
171.103,무선장비운용/정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
171.108,기록통신장비운용/정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
182.102,중형공격헬기정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
182.103,대형공격헬기정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
222.107,M계열전차정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
223.102,기록통신장비정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
225.103,탄약처리지원,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
122.104,M계열전차포탑정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
34,군견관리병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,군견관리병,true
34,군견관리병,3,공군,04,군사특기 관련 경력(개인/법인업체근무)증명서,,군견관리병,true
45,웹디자인병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,교육훈련매체개발병,true
45,웹디자인병,3,공군,03,자격면허증 사본,,교육훈련매체개발병,true
45,웹디자인병,3,공군,07,수상(전국/도/지역대회)증명서,,교육훈련매체개발병,true
156101,드론운용/정비병,1,육군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,전문특기병,false
45,웹디자인병,3,공군,08,고교생활기록부 사본,,교육훈련매체개발병,true
45,웹디자인병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,교육훈련매체개발병,true
45,웹디자인병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,교육훈련매체개발병,true
45,웹디자인병,3,공군,49,한국사 또는 한국어능력검정인증서(성적표 등),,교육훈련매체개발병,true
45,웹디자인병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,교육훈련매체개발병,true
156101,드론운용/정비병,1,육군,06,자격증 사본,,전문특기병,false
15,전자계산,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,전문기술병,true
46,비파괴검사병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,비파괴검사병,false
46,비파괴검사병,3,공군,03,자격면허증 사본,,비파괴검사병,false
46,비파괴검사병,3,공군,08,고교생활기록부 사본,,비파괴검사병,false
47,우주기상분석병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,우주기상분석병,true
47,우주기상분석병,3,공군,04,군사특기 관련 경력(개인/법인업체근무)증명서,,우주기상분석병,true
47,우주기상분석병,3,공군,07,수상(전국/도/지역대회)증명서,,우주기상분석병,true
47,우주기상분석병,3,공군,08,고교생활기록부 사본,,우주기상분석병,true
47,우주기상분석병,3,공군,10,어학성적증명서,,우주기상분석병,true
48,기상슈퍼컴퓨터분석보조병,3,공군,03,자격면허증 사본,,기상슈퍼컴퓨터분석보조병,false
48,기상슈퍼컴퓨터분석보조병,3,공군,04,군사특기 관련 경력(개인/법인업체근무)증명서,,기상슈퍼컴퓨터분석보조병,false
48,기상슈퍼컴퓨터분석보조병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,기상슈퍼컴퓨터분석보조병,false
48,기상슈퍼컴퓨터분석보조병,3,공군,10,어학성적증명서,,기상슈퍼컴퓨터분석보조병,false
48,기상슈퍼컴퓨터분석보조병,3,공군,49,한국사 또는 한국어능력검정인증서(성적표 등),,기상슈퍼컴퓨터분석보조병,false
341335,영상콘텐츠디자이너병,1,육군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,전문특기병,true
173.101,암호운용,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
341335,영상콘텐츠디자이너병,1,육군,53,실무경력(회사) 증명서,,전문특기병,false
341336,그래픽디자이너병,1,육군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,전문특기병,true
341336,그래픽디자이너병,1,육군,53,실무경력(회사) 증명서,,전문특기병,false
341337,사진콘텐츠디자이너병,1,육군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,전문특기병,true
341337,사진콘텐츠디자이너병,1,육군,53,실무경력(회사) 증명서,,전문특기병,false
49,소음자료관리병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,소음자료관리병,true
49,소음자료관리병,3,공군,03,자격면허증 사본,,소음자료관리병,true
49,소음자료관리병,3,공군,07,수상(전국/도/지역대회)증명서,,소음자료관리병,true
49,소음자료관리병,3,공군,08,고교생활기록부 사본,,소음자료관리병,true
49,소음자료관리병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,소음자료관리병,true
49,소음자료관리병,3,공군,49,한국사 또는 한국어능력검정인증서(성적표 등),,소음자료관리병,true
49,소음자료관리병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,소음자료관리병,true
50,운항관리병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,운항관리병,true
50,운항관리병,3,공군,03,자격면허증 사본,,운항관리병,true
50,운항관리병,3,공군,07,수상(전국/도/지역대회)증명서,,운항관리병,true
50,운항관리병,3,공군,08,고교생활기록부 사본,,운항관리병,true
50,운항관리병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,운항관리병,true
50,운항관리병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,운항관리병,true
52,드론전문병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,드론전문병,true
52,드론전문병,3,공군,03,자격면허증 사본,,드론전문병,true
52,드론전문병,3,공군,07,수상(전국/도/지역대회)증명서,,드론전문병,true
52,드론전문병,3,공군,08,고교생활기록부 사본,,드론전문병,true
52,드론전문병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,드론전문병,true
52,드론전문병,3,공군,49,한국사 또는 한국어능력검정인증서(성적표 등),,드론전문병,true
52,드론전문병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,드론전문병,true
174.101,레이다운용/정비,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
175.101,네트워크운용/정비,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
175.102,전술C4I운용/정비,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
175.103,정보체계운용/정비,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
181.101,항공운항/관제,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
182.101,공격헬기정비,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
182.104,기동헬기운용,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
182.107,기동헬기정비,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
211.101,화생방,1,육군,48,다자녀가정자녀 부모의 가족관계증명서,,기술행정병,true
133.104,155mm사격지휘,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
133.109,자동측지운용/정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
142.101,발칸정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
142.102,오리콘정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
142.103,비호정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
142.104,천마정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
171.106,영상음향장비운용/정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
182.106,대형기동헬기정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
182.109,헬기계기정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
182.110,헬기무장정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
222.108,M계열전차사격기재정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
223.107,전자전장비정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
131.102,155mm견인포병,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
133.101,M/A사격지휘전산,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
133.102,K239사격지휘,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
133.105,로켓포사격지휘,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
134.102,현무사격통제장비운용/정비,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
152.102,전자전운용,1,육군,52,헌혈증서(접수마감일 기준 3년이내),,기술행정병,true
163338,로더운전병,1,육군,03,자격면허증 사본,,전문특기병,false
163338,로더운전병,1,육군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,전문특기병,true
163338,로더운전병,1,육군,08,고교생활기록부 사본,,전문특기병,true
182339,기동헬기운용,1,육군,03,자격면허증 사본,,전문특기병,false
182339,기동헬기운용,1,육군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,전문특기병,true
241340,대형버스운전병,1,육군,03,자격면허증 사본,,전문특기병,true
241340,대형버스운전병,1,육군,08,고교생활기록부 사본,,전문특기병,true
241340,대형버스운전병,1,육군,25,경력증명서,,전문특기병,false
241340,대형버스운전병,1,육군,54,군운전적성정밀검사 종합판정표,,전문특기병,false
241341,구급차량운전병,1,육군,03,자격면허증 사본,,전문특기병,true
241341,구급차량운전병,1,육군,08,고교생활기록부 사본,,전문특기병,true
241341,구급차량운전병,1,육군,25,경력증명서,,전문특기병,false
241341,구급차량운전병,1,육군,54,군운전적성정밀검사 종합판정표,,전문특기병,false
51,바둑지도병,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,바둑지도병,true
51,바둑지도병,2,해군,03,자격면허증 사본,,바둑지도병,true
51,바둑지도병,2,해군,07,수상(전국/도/지역대회)증명서,,바둑지도병,true
51,바둑지도병,2,해군,08,고교생활기록부 사본,,바둑지도병,true
51,바둑지도병,2,해군,25,경력증명서,,바둑지도병,true
53.01,군종병_기독교,2,해군,38,종교활동증명서(성직자자필서명 포함),,군종병,true
53.03,군종병_불교,2,해군,38,종교활동증명서(성직자자필서명 포함),,군종병,true
53.03,군종병_불교,2,해군,43,소속사찰 주지스님 또는 교구장 추천서,,군종병,true
53.02,군종병_천주교,2,해군,38,종교활동증명서(성직자자필서명 포함),,군종병,true
60,전문의무병,2,해군,25,경력증명서,,전문의무병,true
56,SW개발병,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,SW개발병,true
52,지식재산관리병,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,지식재산관리병,true
52,지식재산관리병,2,해군,03,자격면허증 사본,,지식재산관리병,true
56,SW개발병,2,해군,03,자격면허증 사본,,SW개발병,true
52,지식재산관리병,2,해군,08,고교생활기록부 사본,,지식재산관리병,true
62,해군과학기술연구병,2,해군,25,경력증명서,,해군과학기술연구병,true
56,SW개발병,2,해군,08,고교생활기록부 사본,,SW개발병,true
56,SW개발병,2,해군,25,경력증명서,,SW개발병,true
62,해군과학기술연구병,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,해군과학기술연구병,true
62,해군과학기술연구병,2,해군,07,수상(전국/도/지역대회)증명서,,해군과학기술연구병,true
62,해군과학기술연구병,2,해군,08,고교생활기록부 사본,,해군과학기술연구병,true
53.01,군종병_기독교,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,군종병,true
156101,드론운용/정비병,1,육군,07,수상(전국/도/지역대회)증명서,,전문특기병,false
321254,과학수사지원병,1,육군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,전문특기병,true
53.01,군종병_기독교,2,해군,08,고교생활기록부 사본,,군종병,true
57,미디어병,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,미디어병,true
57,미디어병,2,해군,03,자격면허증 사본,,미디어병,true
321254,과학수사지원병,1,육군,08,고교생활기록부 사본,,전문특기병,true
57,미디어병,2,해군,08,고교생활기록부 사본,,미디어병,true
321254,과학수사지원병,1,육군,06,자격증 사본,,전문특기병,false
321254,과학수사지원병,1,육군,10,어학성적증명서,,전문특기병,false
53.02,군종병_천주교,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,군종병,true
111000,JSA경비병,1,육군,09,무도단증 사본,,전문특기병,false
111000,JSA경비병,1,육군,06,자격증 사본,,전문특기병,false
53.02,군종병_천주교,2,해군,08,고교생활기록부 사본,,군종병,true
63,빅데이터분석병,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,빅데이터분석병,true
63,빅데이터분석병,2,해군,03,자격면허증 사본,,빅데이터분석병,true
53.02,군종병_천주교,2,해군,42,소속본당 주임신부/수도자 추천서,,군종병,true
57,미디어병,2,해군,25,경력증명서,,미디어병,true
63,빅데이터분석병,2,해군,07,수상(전국/도/지역대회)증명서,,빅데이터분석병,true
53,조리병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,조리병,true
321102,특임군사경찰,1,육군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,전문특기병,false
53.03,군종병_불교,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,군종병,true
63,빅데이터분석병,2,해군,53,실무경력(회사) 증명서,,빅데이터분석병,true
53,조리병,3,공군,03,자격면허증 사본,,조리병,true
53.03,군종병_불교,2,해군,08,고교생활기록부 사본,,군종병,true
53,조리병,3,공군,05,최종학력증명서,,조리병,true
53,조리병,3,공군,08,고교생활기록부 사본,,조리병,true
53,조리병,3,공군,10,어학성적증명서,,조리병,true
53,조리병,3,공군,17,국가유공자증명서,,조리병,true
60,전문의무병,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,전문의무병,true
60,전문의무병,2,해군,03,자격면허증 사본,,전문의무병,true
64,위생관리병,2,해군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,위생관리병,true
60,전문의무병,2,해군,08,고교생활기록부 사본,,전문의무병,true
53,조리병,3,공군,34,독립유공자증명서,,조리병,true
64,위생관리병,2,해군,03,자격면허증 사본,,위생관리병,true
30,정보보호병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,정보보호병,true
53,조리병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,조리병,true
53,조리병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,조리병,true
53,조리병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,조리병,true
41,콘텐츠제작병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,콘텐츠제작병,true
80,동반입대병,4,해병,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,동반입대병,true
80,동반입대병,4,해병,03,자격면허증 사본,,동반입대병,true
80,동반입대병,4,해병,08,고교생활기록부 사본,,동반입대병,true
80,동반입대병,4,해병,09,무도단증 사본,,동반입대병,true
80,동반입대병,4,해병,10,어학성적증명서,,동반입대병,true
80,동반입대병,4,해병,17,국가유공자증명서,,동반입대병,true
80,동반입대병,4,해병,20,운동선수증명서,,동반입대병,true
80,동반입대병,4,해병,37,전국대회 수상 증명서,,동반입대병,true
80,동반입대병,4,해병,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,동반입대병,true
80,동반입대병,4,해병,48,다자녀가정자녀 부모의 가족관계증명서,,동반입대병,true
80,동반입대병,4,해병,49,한국사 또는 한국어능력검정인증서(성적표 등),,동반입대병,true
80,동반입대병,4,해병,50,표창장 사본,,동반입대병,true
80,동반입대병,4,해병,52,헌혈증서(접수마감일 기준 3년이내),,동반입대병,true
D001,직계가족복무부대지원입대병,4,해병,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,직계가족병,true
D001,직계가족복무부대지원입대병,4,해병,03,자격면허증 사본,,직계가족병,true
D001,직계가족복무부대지원입대병,4,해병,08,고교생활기록부 사본,,직계가족병,true
D001,직계가족복무부대지원입대병,4,해병,09,무도단증 사본,,직계가족병,true
D001,직계가족복무부대지원입대병,4,해병,10,어학성적증명서,,직계가족병,true
D001,직계가족복무부대지원입대병,4,해병,17,국가유공자증명서,,직계가족병,true
D001,직계가족복무부대지원입대병,4,해병,20,운동선수증명서,,직계가족병,true
