specialtyCode,specialtyName,branchCode,branchName,documentCode,documentName,categoryCode,categoryName,isRequired
B43,(2함대)기관,2,해군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,복무지역선택병,true
B43,(2함대)기관,2,해군,48,다자녀가정자녀 부모의 가족관계증명서,,복무지역선택병,true
B43,(2함대)기관,2,해군,49,한국사 또는 한국어능력검정인증서(성적표 등),,복무지역선택병,true
B43,(2함대)기관,2,해군,52,헌혈증서(접수마감일 기준 3년이내),,복무지역선택병,true
55,무인항공기운용병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,무인항공기운용병,true
55,무인항공기운용병,3,공군,03,자격면허증 사본,,무인항공기운용병,true
55,무인항공기운용병,3,공군,07,수상(전국/도/지역대회)증명서,,무인항공기운용병,false
55,무인항공기운용병,3,공군,08,고교생활기록부 사본,,무인항공기운용병,true
55,무인항공기운용병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,무인항공기운용병,false
55,무인항공기운용병,3,공군,48,다자녀가정자녀 부모의 가족관계증명서,,무인항공기운용병,false
55,무인항공기운용병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,무인항공기운용병,false
55,무인항공기운용병,3,공군,10,어학성적증명서,,무인항공기운용병,false
17.01,일반,4,해병,60,국민체력100 인증센터 체력인증서,,일반기술/전문기술병,true
17.04,수색,4,해병,60,국민체력100 인증센터 체력인증서,,일반기술/전문기술병,true
17.05,화학,4,해병,60,국민체력100 인증센터 체력인증서,,일반기술/전문기술병,true
19.03,공병,4,해병,60,국민체력100 인증센터 체력인증서,,일반기술/전문기술병,true
23.01,무기정비,4,해병,60,국민체력100 인증센터 체력인증서,,일반기술/전문기술병,false
32.01,수송,4,해병,60,국민체력100 인증센터 체력인증서,,일반기술/전문기술병,true
80,동반입대병,4,해병,60,국민체력100 인증센터 체력인증서,,동반입대병,true
D001,직계가족복무부대지원입대병,4,해병,60,국민체력100 인증센터 체력인증서,,직계가족병,true
66,군악병,4,해병,60,국민체력100 인증센터 체력인증서,,군악병,true
26,어학병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,어학병,true
40,정훈병,3,공군,01,"최종학교재학(휴학,퇴학,수료,졸업)증명서",,정훈병,true
40,정훈병,3,공군,34,독립유공자증명서,,정훈병,false
46,비파괴검사병,3,공군,52,헌혈증서(접수마감일 기준 3년이내),,비파괴검사병,false
46,비파괴검사병,3,공군,10,어학성적증명서,,비파괴검사병,true
46,비파괴검사병,3,공군,44,사회봉사활동 증명서(접수마감일 기준 3년이내)-(사회복지시설 봉사),,비파괴검사병,true
46,비파괴검사병,3,공군,17,국가유공자증명서,,비파괴검사병,false
